Number of Posts,Followers,Following,Label,username_length,username_digits,username_special_chars,name_username_similarity,bio_length,bio_suspicious,follower_following_ratio
-0.2066432506599967,0.6793062241959484,0.4585166395679663,0.0,0.3062185876246736,3,0,0,-0.5855546446154356,0,-0.088795612830872
0.3627377089751623,0.7976898806527396,0.6866858851208092,0.0,-0.0042572594108695,0,0,0,1.1626259978929043,0,-0.120241536003994
-0.4099935933868393,-0.90168841364636,-0.85878047142378,1.0,-1.246160647553042,3,0,1,-0.8504304995409417,0,-0.6275275127742269
-0.4099935933868393,-0.874956620252891,-0.4115687501402079,1.0,-0.0042572594108695,2,0,0,-0.8504304995409417,0,-0.6077415843194292
-0.3828802143565936,-0.4166973049362799,-0.3781039274591243,0.0,0.92717028169576,4,0,1,-0.2147284477197271,0,-0.284039360977436
0.6880982573381105,-0.1035534394699289,1.952264633787244,1.0,1.237646128731303,2,2,0,1.5069646092960622,0,-0.4863489472948838
0.5932014307322506,-0.435791443074472,-1.038273611258683,0.0,-0.9356848005174988,5,0,1,1.718865293236467,0,1.586711277610805
-0.4099935933868393,-0.8864131031358062,-0.5606393239013986,1.0,-0.3147331064464126,4,0,0,-0.8504304995409417,0,-0.6133802115494045
-0.2608700087204881,0.0682938037738002,0.4372208433163676,0.0,-1.246160647553042,3,0,0,-0.8504304995409417,0,-0.2925773073892109
-0.3964369038717165,0.1255762181883766,-0.934836886608061,0.0,-0.6252089534819558,2,0,0,1.1096508269078031,0,1.949197090517644
-0.4099935933868393,-0.7909424124448456,0.1177838995423875,1.0,-0.9356848005174988,0,0,0,-0.2941912041973789,0,-0.5796788354857276
-0.4099935933868393,-0.8978695860187216,-1.0200200716144556,1.0,0.3062185876246736,2,0,0,-0.2412160332122777,0,-0.6118529460762703
-0.4099935933868393,-0.8673189649976142,-1.0656539207250242,0.0,-1.556636494588585,3,0,0,-0.8504304995409417,0,-0.4134886020021293
-0.4099935933868393,0.1790398049753145,0.4828546924269362,0.0,-0.3147331064464126,0,1,0,-0.8504304995409417,0,-0.2647399578988439
-0.3693235248414708,-0.4625232364679409,-0.7644705165952715,0.0,0.92717028169576,0,0,0,-0.1352656912420753,0,-0.0078922979956286
1.1219123218220413,-0.535080961393071,1.182573712122321,1.0,-0.9356848005174988,3,0,0,-0.8504304995409417,0,-0.5413173959354654
-0.3286534562961022,1.8287733401151147,1.0122073421095317,0.0,-0.6252089534819558,4,0,0,0.5534115315642405,0,0.06505938093043
-0.4099935933868393,-0.90168841364636,-0.9591749394670308,1.0,0.92717028169576,0,0,1,-0.8504304995409417,0,-0.6275275127742269
-0.3693235248414708,0.4119882902612585,-0.3203010519190707,0.0,-0.3147331064464126,4,0,0,2.0632039046396247,0,0.2383492811683702
-0.3964369038717165,-0.2677630274583812,-0.4450335728212915,0.0,0.3062185876246736,0,1,0,0.5798991170567911,0,-0.1361668468434318
-0.3964369038717165,2.050265342518143,0.978742519428448,0.0,-0.6252089534819558,2,1,0,0.6858494590269935,0,0.132990836057301
0.0916039186727056,0.9886312620346608,0.4007137640279127,0.0,-0.9356848005174988,4,1,0,1.321551510848208,0,0.0405587155652946
-0.3964369038717165,-0.5121679956272405,1.0700102176495851,0.0,0.3062185876246736,0,0,0,-0.1882408622271765,0,-0.5312929637449118
0.0509338501273371,0.3126987719426595,1.921842067713532,1.0,-0.9356848005174988,0,0,0,-0.2147284477197271,0,-0.4105952306398953
-0.3557668353263479,1.7485779599347078,1.0608834478274716,0.0,0.6166944346602168,2,0,0,-0.559067059122885,0,0.0299430486114926
-0.4099935933868393,-0.8902319307634446,-1.0717384339397666,1.0,-0.3147331064464126,2,0,0,-0.7974553285558404,0,-0.5508962978064389
-0.4099935933868393,-0.6954717217538849,1.222123048018147,1.0,-0.6252089534819558,0,0,0,-0.823942914048391,0,-0.5798415070452321
-0.4099935933868393,-0.4166973049362799,-0.6610337919446495,0.0,-0.9356848005174988,4,0,0,-0.0822905202569741,0,-0.0868517182792782
-0.4099935933868393,-0.6114575139458396,-0.7523014901657866,0.0,0.3062185876246736,0,0,0,-0.3206787896899296,0,-0.2304384897593254
-0.4099935933868393,-0.90168841364636,-1.0413158678660543,1.0,1.8585978228023887,0,0,1,0.6328742880418923,0,-0.6275275127742269
-0.0032929079331542,-0.7871235848172072,-0.8374846751721813,1.0,1.237646128731303,0,2,0,1.321551510848208,0,-0.4285810893001619
-0.4099935933868393,-0.8787754478805294,-0.9378791432154322,1.0,-1.556636494588585,2,0,0,-0.2147284477197271,0,-0.5692446168832331
0.4983046041263907,0.33561173770849,2.2838706039907093,1.0,1.237646128731303,2,0,1,2.937294225893795,0,-0.429778289016643
-0.4099935933868393,-0.90168841364636,-0.9774284791112584,1.0,-0.6252089534819558,5,0,1,-0.8504304995409417,0,-0.6275275127742269
-0.4099935933868393,-0.6496457902222239,-0.7766395430247566,0.0,-0.6252089534819558,2,0,0,-0.8504304995409417,0,-0.2604392733317586
0.1729440557634426,0.2286845641346141,-0.0799627799367429,0.0,-0.6252089534819558,0,0,0,-0.1352656912420753,0,-0.0492114882014585
-0.4099935933868393,-0.8978695860187216,-1.0230623282218267,1.0,0.3062185876246736,2,0,1,-0.8504304995409417,0,-0.611488421269341
-0.3964369038717165,0.7251321557276095,0.7262352210166353,0.0,-0.3147331064464126,3,0,1,-0.8504304995409417,0,-0.1521163830226101
-0.4099935933868393,-0.90168841364636,1.5202641955405285,1.0,-0.0042572594108695,3,0,1,-0.8504304995409417,0,-0.6275275127742269
-0.2879833877507338,-0.2219370959267201,-0.3446391047780406,0.0,-0.9356848005174988,2,0,0,-0.0558029347644234,0,-0.1660116993216089
-0.4099935933868393,-0.355596062894065,-0.3050897688822145,0.0,-0.6252089534819558,2,0,1,-0.8504304995409417,0,-0.27403513405185
-0.4099935933868393,-0.8635001373699757,1.985729456468328,1.0,-0.9356848005174988,4,0,1,-0.8504304995409417,0,-0.6208445579805244
-0.4099935933868393,-0.90168841364636,-0.7918508260616127,1.0,0.3062185876246736,0,0,0,-0.559067059122885,0,-0.6275275127742269
-0.4099935933868393,1.7180273389136005,-0.4693716256802615,0.0,0.3062185876246736,2,0,0,-0.7974553285558404,0,1.4752330259418756
-0.4099935933868393,-0.7565729637960998,-0.7644705165952715,0.0,0.6166944346602168,4,0,0,-0.2941912041973789,0,-0.4227784852821683
-0.4099935933868393,-0.569450410041817,-0.8283579053500676,0.0,1.548121975766846,0,1,0,0.2355605056536331,0,-0.0667589023090119
-0.2337566296902424,-0.642008134966947,2.880152899035472,1.0,0.92717028169576,2,0,0,-0.8504304995409417,0,-0.5921592597121709
-0.4099935933868393,0.9962689172899376,1.0487144213979864,0.0,0.6166944346602168,0,0,0,-0.5325794736303344,0,-0.1540863186431278
-0.3828802143565936,0.7060380175894174,0.2729389865183207,0.0,-0.3147331064464126,0,0,0,0.3415108476238356,0,-0.0084322600813725
1.311705975033761,-0.7603917914237383,-0.7127521542699605,1.0,-0.6252089534819558,0,0,1,1.268576339863107,0,-0.4515399639171689
-0.2608700087204881,0.2897858061768289,0.1025726165055313,0.0,0.6166944346602168,0,0,1,-0.8504304995409417,0,-0.1065094700876683
0.0916039186727056,-0.2219370959267201,-0.5606393239013986,0.0,0.92717028169576,0,0,0,0.1560977491759813,0,0.0020273917303698
-0.2608700087204881,-0.202842957788528,0.5497843377891034,0.0,0.3062185876246736,4,0,1,-0.8504304995409417,0,-0.4021496358957503
5.283816002964752,-0.2410312340649122,-1.1052032566208505,0.0,0.3062185876246736,0,0,0,2.69890595646084,0,6.829647593778642
-0.4099935933868393,-0.3785090286598956,0.0812768202539327,0.0,-0.0042572594108695,2,1,0,0.8977501429673983,0,-0.3948026653474225
-0.4099935933868393,-0.5045303403719636,-0.8192311355279539,0.0,-1.246160647553042,3,0,1,-0.6385298156005368,0,0.024534461860769
-0.3015400772658566,0.0224678722421391,0.6197562397586419,0.0,0.92717028169576,0,0,0,-0.1882408622271765,0,-0.3412448606304151
-0.4099935933868393,-0.90168841364636,0.8235874324525149,1.0,-2.1775881886596715,0,0,1,-0.8504304995409417,0,-0.6275275127742269
1.1761390798825324,-0.7909424124448456,2.116546490585291,1.0,0.6166944346602168,0,0,0,-0.8504304995409417,0,-0.6089221666285592
-0.2879833877507338,2.661277762940291,0.5284885415375048,1.0,0.6166944346602168,0,0,0,0.2620480911461837,0,0.5360752215558197
-0.4099935933868393,-0.535080961393071,-0.7614282599879003,0.0,1.237646128731303,4,0,0,1.5864273657737142,0,-0.1142765846178794
-0.4099935933868393,-0.90168841364636,0.7749113267345751,1.0,0.3062185876246736,5,0,1,-0.8504304995409417,0,-0.6275275127742269
-0.1524164925995054,-0.382327856287534,-0.2320756103053048,0.0,-0.3147331064464126,4,0,0,-0.8504304995409417,0,-0.3179677533003902
0.1729440557634426,-0.4166973049362799,-0.4693716256802615,0.0,-1.556636494588585,0,1,1,-0.1617532767346259,0,-0.2382409407378639
-0.4099935933868393,-0.8711377926252526,1.492883886074187,1.0,1.237646128731303,2,0,0,-0.559067059122885,0,-0.6211856191217202
-0.3964369038717165,-0.8329495163488683,-0.9378791432154322,1.0,-0.9356848005174988,3,0,0,-0.8504304995409417,0,-0.4526788251012458
0.3627377089751623,0.4883648428140271,2.807138740458562,1.0,1.237646128731303,0,0,0,-0.2147284477197271,0,-0.4347134880165668
-0.4099935933868393,-0.7489353085408229,0.3642066847394579,1.0,-0.9356848005174988,5,0,1,-0.8504304995409417,0,-0.5722424679076864
0.0916039186727056,-0.0539086803106294,2.201729675591686,1.0,0.3062185876246736,2,0,0,1.85130322069922,0,-0.4887159375197931
-0.1253031135692597,0.2745104956662752,-0.3902729538886093,0.0,-0.0042572594108695,0,0,0,-0.426629131660132,0,0.2187741919696309
-0.3422101458112251,-0.6381893073393086,1.1338976064043813,1.0,-1.246160647553042,1,0,0,0.0766349926983295,0,-0.5642456184989657
-0.2066432506599967,-0.642008134966947,-0.8739917544606361,0.0,0.3062185876246736,0,0,1,0.0236598217132283,0,-0.1177633436406807
-0.4099935933868393,-0.874956620252891,-1.089991973583994,0.0,0.3062185876246736,4,1,1,-0.8504304995409417,0,-0.3976338678708628
-0.3422101458112251,-0.3899655115428109,1.3164330028466555,1.0,0.3062185876246736,0,0,0,1.6394025367588154,0,-0.5137131713319211
-0.4099935933868393,-0.821493033465953,-1.0626116641176528,0.0,-0.6252089534819558,4,0,0,-0.8504304995409417,0,-0.1447508584771625
-0.1388598030843826,0.2286845641346141,-0.4541603426434052,0.0,0.3062185876246736,2,0,1,2.0367163191470743,1,0.2600618640700652
1.5557263863059718,0.2248657365069757,0.327699605451003,0.0,-0.9356848005174988,3,0,0,-0.5325794736303344,0,-0.209753640619243
-0.1930865611448739,2.6994660392166754,-0.6245267126561946,0.0,-0.6252089534819558,1,1,0,2.9637818113863457,0,3.110226058671846
-0.3964369038717165,-0.6954717217538849,2.104377464155806,1.0,0.92717028169576,2,1,0,-0.8504304995409417,0,-0.5927536841333818
0.1187172977029512,0.4654518770481965,-0.0708360101146292,0.0,-0.3147331064464126,0,0,1,0.8447749719822971,0,0.0660280339286182
2.233560862062113,0.9046170542266156,2.5668004684762344,1.0,0.92717028169576,0,0,1,-0.8504304995409417,0,-0.3607907326287866
-0.4099935933868393,0.6754873965683099,-0.0160753911819469,0.0,-0.9356848005174988,0,1,0,0.6063867025493417,0,0.1340720220794307
0.0373771606122142,0.1714021497200377,-0.1742727347652513,0.0,1.548121975766846,0,0,0,-0.8504304995409417,0,-0.0256630945955441
-0.2066432506599967,-0.229574751181997,-0.7583860033805291,0.0,-0.3147331064464126,7,0,0,-0.5325794736303344,0,0.3061943680640514
-0.1795298716297511,-0.0119015764066067,-0.3659349010296393,0.0,-0.3147331064464126,0,0,0,0.4209736041014874,0,-0.0070809576103218
-0.1659731821146282,0.2477787022728062,-0.0312866742188031,0.0,-0.3147331064464126,6,0,0,-0.8504304995409417,0,-0.0649422516692467
-0.4099935933868393,-0.202842957788528,1.2099540215886622,1.0,0.3062185876246736,0,0,0,-0.8504304995409417,0,-0.4650930069158654
2.342014378183096,0.5647413953667956,2.323419939886536,1.0,1.237646128731303,0,0,1,0.7388246300120948,0,-0.3958236816905214
-0.4099935933868393,-0.90168841364636,1.7088841051975452,1.0,-0.3147331064464126,4,0,0,-0.8504304995409417,0,-0.6275275127742269
-0.3557668353263479,-0.7603917914237383,-0.7735972864173853,0.0,-0.6252089534819558,0,0,1,-0.8504304995409417,0,-0.4233819561000397
0.2271708138239339,-0.3632337181493419,-0.6732028183741344,0.0,1.548121975766846,2,0,0,3.043244567863997,0,-0.0120527545835752
-0.2337566296902424,0.0148302169868622,3.1904630729873382,1.0,-0.9356848005174988,1,0,0,0.3415108476238356,0,-0.511614750638077
0.2407275033390568,-0.4319726154468336,-0.8557382148164088,0.0,-1.246160647553042,4,0,1,-0.8504304995409417,0,0.238092435892521
-0.4099935933868393,-0.8673189649976142,0.8813903079925685,1.0,0.3062185876246736,4,0,1,-0.4001415461675813,0,-0.6182492939216248
3.019848853939238,1.7027520284030466,2.2625748077391106,1.0,-0.6252089534819558,5,0,0,-0.0028277637793222,0,-0.2086829914275816
-0.4099935933868393,0.1141197353054613,-0.1529769385136526,0.0,-0.3147331064464126,2,0,1,-0.8504304995409417,0,-0.0699131400298972
0.1729440557634426,-0.328864269500596,-0.3720194142443818,0.0,-0.6252089534819558,4,0,0,0.2090729201610826,0,-0.2249900022430448
-0.3693235248414708,-0.0004450935236914,0.0234739447138791,0.0,0.3062185876246736,0,0,0,0.1825853346685319,0,-0.2069468910905532
-0.1659731821146282,-0.3594148905217035,-0.4480758294286628,0.0,-0.0042572594108695,0,0,0,2.27510458858003,0,-0.2053952165292568
-0.3286534562961022,2.577263555132246,-0.4876251653244889,0.0,-0.0042572594108695,0,1,0,-0.3471663751824801,0,2.24141920649926
-0.3286534562961022,-0.4548855812126641,-0.8800762676753786,0.0,-1.556636494588585,0,0,1,0.7917998009971959,0,0.2690577023488926
0.1187172977029512,-0.7069282046368003,-0.7036253844478468,0.0,-0.3147331064464126,4,0,0,-0.8504304995409417,0,-0.3898671906781816
-0.4099935933868393,-0.7603917914237383,-0.6245267126561946,1.0,-0.0042572594108695,2,0,0,0.3679984331163862,0,-0.4808712220600119
-0.4099935933868393,2.416872794771432,-0.6397379956930508,0.0,-0.3147331064464126,0,1,0,1.3745266818333093,0,2.9188200154096187
-0.4099935933868393,-0.874956620252891,-0.8192311355279539,1.0,-0.0042572594108695,0,0,1,-0.8504304995409417,0,-0.5836387260199483
-0.4099935933868393,0.0301055274974159,-0.9196256035712048,0.0,1.237646128731303,0,0,0,1.2420887543705563,0,1.5579549296837267
-0.4099935933868393,-0.7069282046368003,0.4463476131384813,1.0,-0.0042572594108695,4,0,0,-0.8504304995409417,0,-0.5606573080780012
0.4576345355810222,1.6149189929673629,2.594180777942576,0.0,-0.3147331064464126,2,0,1,0.4209736041014874,0,-0.2586153894187475
2.884281958788009,1.240673885458797,-0.5636815805087698,0.0,2.1690736698379323,2,0,0,1.40101426732586,0,1.3668591077018637
-0.4099935933868393,-0.7336599980302693,1.5354754785773848,1.0,-0.6252089534819558,6,0,0,-0.5325794736303344,0,-0.5931995024492901
-0.1388598030843826,-0.1035534394699289,-0.9804707357186296,0.0,-0.6252089534819558,0,0,0,1.0037004849376008,0,1.9013025811627768
1.135469011337164,-0.0500898526829909,-0.4876251653244889,0.0,0.6166944346602168,1,1,0,2.937294225893795,0,0.0747503339853644
-0.3015400772658566,-0.2219370959267201,-0.4176532633549504,0.0,-0.3147331064464126,0,0,0,2.990269396878896,0,-0.120241536003994
-0.4099935933868393,-0.7756671019342919,-0.9774284791112584,0.0,0.92717028169576,0,0,1,-0.8504304995409417,0,-0.2351228430253814
-0.4099935933868393,-0.8864131031358062,-0.7036253844478468,1.0,0.6166944346602168,2,1,1,-0.6915049865856381,0,-0.6088874875117919
-0.4099935933868393,-0.0730028184488215,-0.0769205233293717,0.0,-0.6252089534819558,2,2,0,-0.0293153492718728,0,-0.2047569962993965
-0.4099935933868393,-0.8864131031358062,-0.947005913037546,1.0,-0.6252089534819558,4,0,1,-0.7444801575707393,0,-0.5869580460265744
5.866753652115033,3.153906526905648,0.0021781484622805,0.0,2.790025363909019,4,0,0,1.6129149512662648,0,1.2999492047576615
0.2678408823693025,1.50035416413821,2.5181243627582948,1.0,-0.3147331064464126,3,0,0,0.1560977491759813,0,-0.2681163214464325
0.3085109509146709,0.0148302169868622,2.484659540077211,1.0,-0.9356848005174988,0,0,0,-0.1352656912420753,0,-0.4891300007922686
4.199280841754924,1.958613479454821,0.0691077938244477,0.0,2.1690736698379323,2,0,0,0.1825853346685319,0,0.6574750247826359
0.3085109509146709,-0.6954717217538849,-0.8618227280311512,0.0,-0.3147331064464126,0,0,0,-0.0558029347644234,0,-0.2395819869998001
14.93617893773221,0.2706916680386368,0.595418186899672,0.0,-0.6252089534819558,0,0,0,-0.8504304995409417,0,-0.25929786589423
